,text,retweet_count,favorite_count,created_at,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities,Topic,x,y,topic_color
669,"""Let's create awareness"" 💡 How can we put measuring points into the building process to develop energy-efficient buildings? 🤔

Hear from @PHerweck CEO, @SchneiderElec, live from the @IEA Global Conference on Energy Efficiency ⚡🌍

📺 Watch more: https://t.co/FEfa3cXFHF https://t.co/5KxZRrJbKa",2,4,2023-06-08 07:42:45+00:00,"['ets', 'create', 'awareness', '💡', 'put', 'measuring', 'point', 'building', 'process', 'develop', 'energyefficient', 'building', '🤔', 'hear', 'pherweck', 'ceo', 'schneiderelec', 'live', 'iea', 'global', 'conference', 'energy', 'efficiency', '⚡🌍', '📺', 'watch']",0.0,0.251,0.749,0.6908,Positive,[],[],-1,-1.1843903,-4.8413444,"(128, 128, 128)"
670,Retrofitting buildings and doubling the pace of energy efficiency key topics at IEA conference in Paris https://t.co/U0QeuHBSkp,2,4,2023-06-08 06:16:46+00:00,"['retrofitting', 'building', 'doubling', 'pace', 'energy', 'efficiency', 'key', 'topic', 'iea', 'conference', 'paris']",0.0,0.338,0.662,0.5574,Positive,[],['paris'],-1,-1.2084252,-4.781072,"(128, 128, 128)"
671,"@james00000001 I once rented a place with rooftop solar. Owner kept the power in their name against the terms of the lease, we had to reimburse them, this allowed them to claim the discount instead of us. They also tried to force us to pay late fees on their bills and claim our gov covid rebate",2,4,2023-06-08 08:19:01+00:00,"['james00000001', 'rented', 'place', 'rooftop', 'solar', 'owner', 'kept', 'power', 'name', 'term', 'lease', 'reimburse', 'allowed', 'claim', 'discount', 'instead', 'u', 'also', 'tried', 'force', 'u', 'pay', 'late', 'fee', 'bill', 'claim', 'gov', 'covid', 'rebate']",0.051,0.0,0.949,-0.1027,Negative,[],[],-1,0.9340908,-6.3069744,"(128, 128, 128)"
672,"This is a back of envelope (well, freehand on my phone) diagram to illustrate the solar rebate calculation to people without solar, funded by the savings in using more power when it's cheaper. (Revenue neutral to retailer)
Hopefully it makes sense to someone who can make it work! https://t.co/mYXIXiQ2Yk",2,4,2023-06-08 07:23:35+00:00,"['back', 'envelope', 'well', 'freehand', 'phone', 'diagram', 'illustrate', 'solar', 'rebate', 'calculation', 'people', 'without', 'solar', 'funded', 'saving', 'using', 'power', 'cheaper', 'revenue', 'neutral', 'retailer', 'hopefully', 'make', 'sense', 'someone', 'make', 'work']",0.0,0.208,0.792,0.6486,Positive,[],[],-1,0.90391684,-6.2612114,"(128, 128, 128)"
673,"‼️ Don't Forget‼️ Join our webinar from @CEMSecretariat’s @Clean_Energy_SC and #EVInitiative. Experts from @IEA, @UNFCCC_CTCN, and @UNEP will discuss #EV development and #emobility for developing countries.

📅 June 14 at 10am EDT.
➡️Register &amp; learn more: https://t.co/LtyjSIbJlH https://t.co/fD1fX4RIqI",2,3,2023-06-07 18:21:10+00:00,"['‼️', 'dont', 'forget‼️', 'join', 'webinar', 'cemsecretariat', '’', 'cleanenergysc', 'evinitiative', 'expert', 'iea', 'unfcccctcn', 'unep', 'discus', 'ev', 'development', 'emobility', 'developing', 'country', '📅', 'june', '14', '10am', 'edt', '➡️register', 'amp', 'learn']",0.073,0.0,0.927,-0.2235,Negative,"['forget‼️', 'webinar']",[],-1,1.804458,-4.3027763,"(128, 128, 128)"
674,"As a valuable addition to the third edition of the London EV Show, Inside Sustainability has joined us as a Media Partner.

Register today from https://t.co/NrAAaMHkKc

#londonevshow #levs23 #evshow23 #evshow #londonevshow23 #excellondon #london #ev #electricvehicles #emobility https://t.co/Lgpx7YsV9k",2,3,2023-06-06 04:06:56+00:00,"['valuable', 'addition', 'third', 'edition', 'london', 'ev', 'show', 'inside', 'sustainability', 'joined', 'u', 'medium', 'partner', 'register', 'today', 'londonevshow', 'levs23', 'evshow23', 'evshow', 'londonevshow23', 'excellondon', 'london', 'ev', 'electricvehicles', 'emobility']",0.0,0.119,0.881,0.4767,Positive,[],['london'],-1,1.9040786,-3.3889165,"(128, 128, 128)"
675,"YouTuber 'Common Sense Investing' provides a perspective of Exro Technologies @ExroTech ($Exro $Exrof). 5 minute overview on #shareprice, #DueDilligence, #products, #quality, &amp; #opportunity

#ElectricVehicles #EVs #supplier #ExroEnhance #emobility #stock

https://t.co/T6wHfRCs1t",2,3,2023-06-05 11:15:00+00:00,"['youtuber', 'common', 'sense', 'investing', 'provides', 'perspective', 'exro', 'technology', 'exrotech', 'exro', 'exrof', '5', 'minute', 'overview', 'shareprice', 'duedilligence', 'product', 'quality', 'amp', 'opportunity', 'electricvehicles', 'ev', 'supplier', 'exroenhance', 'emobility', 'stock']",0.0,0.104,0.896,0.4215,Positive,[],[],-1,2.4619389,-4.1414394,"(128, 128, 128)"
676,"The Kia EV9 is set to be priced above $90,000, at least in some grades, and the local division aims to import 100 units per month. #ElectricCars #ElectricVehicle #Kia #News #SWMFeed #Electric #ElectricCar #ElectricSUV #ElectricVehicles #EV #EV9
https://t.co/C4jx8bXdR5",2,3,2023-06-07 22:17:54+00:00,"['kia', 'ev9', 'set', 'priced', '90000', 'least', 'grade', 'local', 'division', 'aim', 'import', '100', 'unit', 'per', 'month', 'electriccars', 'electricvehicle', 'kia', 'news', 'swmfeed', 'electric', 'electriccar', 'electricsuv', 'electricvehicles', 'ev', 'ev9']",0.259,0.0,0.741,-0.8555,Negative,"['kia ev9', 'kia news', 'ev9']",[],-1,4.362014,-3.970085,"(128, 128, 128)"
677,"Would you like solar and EV charging for your apartment? 
Webinar: Solar and EV charging for Apartments.
Presented by Brent Clark of Wattblock for @WilloughbyCouncil and @NorthSydneyCouncil.
https://t.co/o5y2RWLsI1
#strata #solar #evcharging #electrifyeverything",2,3,2023-06-07 23:22:24+00:00,"['would', 'like', 'solar', 'ev', 'charging', 'apartment', 'webinar', 'solar', 'ev', 'charging', 'apartment', 'presented', 'brent', 'clark', 'wattblock', 'willoughbycouncil', 'northsydneycouncil', 'stratum', 'solar', 'evcharging', 'electrifyeverything']",0.0,0.111,0.889,0.3612,Positive,[],['willoughbycouncil'],-1,3.950177,-5.3598256,"(128, 128, 128)"
678,"Cycling holds immense potential in reducing #airpollution, improving #airquality, and promoting #sustainable urban mobility.
Thank you @DenmarkinIndia for this insightful discussion.

@Bharati09 @MStrandgaard1 #Cycling https://t.co/1HDQUqQu7y",2,3,2023-06-07 06:59:46+00:00,"['cycling', 'hold', 'immense', 'potential', 'reducing', 'airpollution', 'improving', 'airquality', 'promoting', 'sustainable', 'urban', 'mobility', 'thank', 'denmarkinindia', 'insightful', 'discussion', 'bharati09', 'mstrandgaard1', 'cycling']",0.0,0.328,0.672,0.7783,Positive,['mstrandgaard1'],[],-1,-2.045964,-1.9280268,"(128, 128, 128)"
679,"The UK is a leader in marine energy: we have more devices designed to unlock the energy of the sea than the rest of the world combined. As a clean, green source of power with much untapped potential. Read the #MathematicsMatters case study- https://t.co/1eMMNqUStl #WorldOceansDay",2,3,2023-06-08 08:30:06+00:00,"['uk', 'leader', 'marine', 'energy', 'device', 'designed', 'unlock', 'energy', 'sea', 'rest', 'world', 'combined', 'clean', 'green', 'source', 'power', 'much', 'untapped', 'potential', 'read', 'mathematicsmatters', 'case', 'study', 'worldoceansday']",0.0,0.247,0.753,0.7096,Positive,[],['uk'],-1,-0.027613236,-4.466057,"(128, 128, 128)"
680,Clean energy is the goal! https://t.co/zyBU7Omj1x,2,3,2023-06-08 07:51:32+00:00,"['clean', 'energy', 'goal']",0.0,0.828,0.172,0.5859,Positive,[],[],-1,0.9200501,-4.470041,"(128, 128, 128)"
681,"Closes tomorrow!! @InevitablePol_R 2023 Climate Policy Pulse. Twelve quick questions, quizzing your views on global temperature, transition, coal, carbon pricing, clean energy, policy acceleration &amp; more. 
Take the Pulse here: https://t.co/RnbJD5LTdx #iprforecasts https://t.co/7yMOx2kryA",2,3,2023-06-08 07:44:52+00:00,"['close', 'tomorrow', 'inevitablepolr', '2023', 'climate', 'policy', 'pulse', 'twelve', 'quick', 'question', 'quizzing', 'view', 'global', 'temperature', 'transition', 'coal', 'carbon', 'pricing', 'clean', 'energy', 'policy', 'acceleration', 'amp', 'take', 'pulse', 'iprforecasts']",0.0,0.167,0.833,0.5859,Positive,[],[],-1,-0.4551156,-4.8031287,"(128, 128, 128)"
682,"@NotAHoax On the way! 👍
https://t.co/HWXqBB7T6l",2,3,2023-06-07 22:20:22+00:00,"['otahoax', 'way', '👍']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,1.1098058,-2.9212544,"(128, 128, 128)"
683,"⚡ Harnessing the power of partnerships! #AREMI partner @ClimateWorks Foundation is proud to support the South-South cooperation and foster elevated dialogue and partnerships for global green recovery. @UN_Energy

More from AREMI at @SNECEXPO👇
https://t.co/8jGoDNYomJ https://t.co/LiLpqmtEwg",2,3,2023-06-08 09:00:17+00:00,"['⚡', 'harnessing', 'power', 'partnership', 'aremi', 'partner', 'climateworks', 'foundation', 'proud', 'support', 'southsouth', 'cooperation', 'foster', 'elevated', 'dialogue', 'partnership', 'global', 'green', 'recovery', 'unenergy', 'aremi', 'snecexpo👇']",0.0,0.234,0.766,0.7003,Positive,[],[],-1,-0.15610027,-4.0937905,"(128, 128, 128)"
684,"One-third of net-zero must come from #EnergyEfficiency.

This is the message I shared yesterday at the @IEA's Annual Global Conference on Energy Efficiency in Versailles, France.

It’s time to implement, execute and follow-up on energy efficiency &amp; machine productivity. https://t.co/v8u62q3ree",2,3,2023-06-08 08:25:11+00:00,"['onethird', 'netzero', 'must', 'come', 'energyefficiency', 'message', 'shared', 'yesterday', 'ieas', 'annual', 'global', 'conference', 'energy', 'efficiency', 'versailles', 'france', '’', 'time', 'implement', 'execute', 'followup', 'energy', 'efficiency', 'amp', 'machine', 'productivity']",0.0,0.367,0.633,0.8625,Positive,[],['france'],-1,-1.2894784,-5.037298,"(128, 128, 128)"
685,"IN THE MEDIA | Clean Energy Council Director of Distributed Energy, Con Hristodoulidis, calls for a national scheme to deliver household energy efficiency upgrades at scale, and accelerate Australia's clean energy transition.

Read the full story in @smh: https://t.co/JVtfNot7QZ",2,3,2023-06-08 03:30:11+00:00,"['medium', 'clean', 'energy', 'council', 'director', 'distributed', 'energy', 'con', 'hristodoulidis', 'call', 'national', 'scheme', 'deliver', 'household', 'energy', 'efficiency', 'upgrade', 'scale', 'accelerate', 'australia', 'clean', 'energy', 'transition', 'read', 'full', 'story', 'smh']",0.061,0.434,0.505,0.9001,Positive,[],['australia'],-1,-0.7162162,-4.8087463,"(128, 128, 128)"
686,"They need to restore the water bodies as a long term solution while encouraging other sustainable energy projects such as wind and solar power for immediate implementation. They have sufficient coal resources, build less carbon emissions technologies for power generation https://t.co/gmx2S9lKcd",2,3,2023-06-08 06:26:30+00:00,"['need', 'restore', 'water', 'body', 'long', 'term', 'solution', 'encouraging', 'sustainable', 'energy', 'project', 'wind', 'solar', 'power', 'immediate', 'implementation', 'sufficient', 'coal', 'resource', 'build', 'le', 'carbon', 'emission', 'technology', 'power', 'generation']",0.0,0.312,0.688,0.8402,Positive,[],[],-1,0.42191085,-5.7171125,"(128, 128, 128)"
687,"Will @BYDCompany overtake @Tesla as largest all-#battery 
 #ElectricVehicle producer by end of 2023?

#USA #CHINA #energytransition #criticalmaterials

https://t.co/XOkK7PUwUx",2,2,2023-06-07 07:00:01+00:00,"['bydcompany', 'overtake', 'tesla', 'largest', 'allbattery', 'electricvehicle', 'producer', 'end', '2023', 'usa', 'china', 'energytransition', 'criticalmaterials']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,3.8148675,-2.4845905,"(128, 128, 128)"
688,"Ion Lithium Batteries Coming to a Rooftop Near You-City of Yes Storage System
If the project does go ahead, and so too the zoning amendments, it  will likely be among the first of many residential installations

 https://t.co/1qXgP8mO0Z",2,2,2023-06-06 02:01:43+00:00,"['lithium', 'battery', 'coming', 'rooftop', 'near', 'youcity', 'yes', 'storage', 'system', 'project', 'go', 'ahead', 'zoning', 'amendment', 'likely', 'among', 'first', 'many', 'residential', 'installation']",0.0,0.124,0.876,0.4019,Positive,[],[],-1,5.1600986,-1.1945518,"(128, 128, 128)"
689,"For better clarity;

Out of 200 Lithium Ion Battery Mega Factories, 140 of them are in China

Out of the top 10 Lithium Battery Manufacturers in the world,6 of them are located in China

Out of 107 Lithium Battery Manufacturers in the world,102 are in China

Will the US ramp up?",2,2,2023-06-03 11:27:00+00:00,"['better', 'clarity', '200', 'lithium', 'ion', 'battery', 'mega', 'factory', '140', 'china', 'top', '10', 'lithium', 'battery', 'manufacturer', 'world6', 'located', 'china', '107', 'lithium', 'battery', 'manufacturer', 'world102', 'china', 'u', 'ramp']",0.0,0.252,0.748,0.7506,Positive,['world6'],['china'],-1,3.9228647,-2.4313984,"(128, 128, 128)"
690,"In line with govt policy,the United Nations Development Program (UNDP) -Global Fund Solar for Health project being implemented by the @MoHCCZim, the Natpharm Masvingo medical warehouse received a 201 kilowatt system to provide the institution with constant back up power. https://t.co/uJYPGoZHqf",2,2,2023-06-08 09:20:00+00:00,"['line', 'govt', 'policythe', 'united', 'nation', 'development', 'program', 'undp', 'global', 'fund', 'solar', 'health', 'project', 'implemented', 'mohcczim', 'natpharm', 'masvingo', 'medical', 'warehouse', 'received', '201', 'kilowatt', 'system', 'provide', 'institution', 'constant', 'back', 'power']",0.0,0.094,0.906,0.4215,Positive,['united nation development'],[],-1,0.76815116,-6.1614747,"(128, 128, 128)"
691,"A Great Buy: It’s one of the cheapest metal structure solar street light. By optimizing the design and production process, we can meet the needs of customers for high-power solar street light while reducing the labor, material and logistics costs.

Pauline Njoroge Eric Omondi",2,2,2023-06-08 08:41:49+00:00,"['great', 'buy', '’', 'one', 'cheapest', 'metal', 'structure', 'solar', 'street', 'light', 'optimizing', 'design', 'production', 'process', 'meet', 'need', 'customer', 'highpower', 'solar', 'street', 'light', 'reducing', 'labor', 'material', 'logistics', 'cost', 'pauline', 'njoroge', 'eric', 'omond']",0.0,0.208,0.792,0.7964,Positive,[],[],-1,1.0080122,-6.3088994,"(128, 128, 128)"
692,"London fire brigade release footage of an e-scooter bursting into flames in a kitchen, as more rail companies ban e-scooters on trains and stations. https://t.co/AyuJhno2WA",2,2,2023-06-02 08:19:38+00:00,"['ondon', 'fire', 'brigade', 'release', 'footage', 'escooter', 'bursting', 'flame', 'kitchen', 'rail', 'company', 'ban', 'escooters', 'train', 'station']",0.316,0.0,0.684,-0.7184,Negative,[],[],-1,-2.14546,0.95764345,"(128, 128, 128)"
693,"Our Head of IoT Business Development &amp; Partnerships, Hiran Ravat, spoke at the eMobility Expo World Congress 2023 on CSL's role in the mobility industry ✅ Discover how our focus on Critical IoT Connectivity is making a difference in transforming mobility: https://t.co/ScUVQqsP2v https://t.co/qxa9Yc6i8Z",2,1,2023-06-05 10:00:31+00:00,"['head', 'iot', 'business', 'development', 'amp', 'partnership', 'hiran', 'ravat', 'spoke', 'emobility', 'expo', 'world', 'congress', '2023', 'csls', 'role', 'mobility', 'industry', '✅', 'discover', 'focus', 'critical', 'iot', 'connectivity', 'making', 'difference', 'transforming', 'mobility']",0.081,0.0,0.919,-0.3182,Negative,"['head iot business development', 'congress']",[],-1,-0.45685175,-2.4178698,"(128, 128, 128)"
694,The World Bank has recommended that the Philippines adopt carbon pricing measures to accelerate its decarbonization efforts and transition to clean energy. https://t.co/LrlSX4kFt8,2,1,2023-06-08 09:38:38+00:00,"['world', 'bank', 'recommended', 'philippine', 'adopt', 'carbon', 'pricing', 'measure', 'accelerate', 'decarbonization', 'effort', 'transition', 'clean', 'energy']",0.0,0.454,0.546,0.743,Positive,[],[],-1,-0.3655541,-5.1089644,"(128, 128, 128)"
695,@JamesMelville @LyndaE222 The answer to the maiden's prayer - electric vehicles - will ultimately not prove to be all that successful.  Rare mineral mining issues; charging infrastructure; and FIRE hazards will be almost impossible to overcome.  https://t.co/RG7xqcCpOO,2,1,2023-06-06 16:24:06+00:00,"['jamesmelville', 'lyndae222', 'answer', 'maiden', 'prayer', 'electric', 'vehicle', 'ultimately', 'prove', 'successful', 'rare', 'mineral', 'mining', 'issue', 'charging', 'infrastructure', 'fire', 'hazard', 'almost', 'impossible', 'overcome']",0.095,0.151,0.754,0.34,Positive,[],[],-1,3.3221085,-4.1614137,"(128, 128, 128)"
696,"Since April, there have been 12 horse deaths at the Louisville racetrack.
https://t.co/91nibeAlaC",2,1,2023-06-07 14:40:00+00:00,"['since', 'april', '12', 'horse', 'death', 'louisville', 'racetrack']",0.394,0.0,0.606,-0.5994,Negative,[],['louisville'],-1,-1.6234038,0.37655652,"(128, 128, 128)"
697,"RT @Clean_Energy_SC: ‼️ Don't Forget‼️ Join our webinar from @CEMSecretariat’s @Clean_Energy_SC and #EVInitiative. Experts from @IEA, @UNFC…",2,0,2023-06-08 07:35:57+00:00,"['rt', 'cleanenergysc', '‼️', 'dont', 'forget‼️', 'join', 'webinar', 'cemsecretariat', '’', 'cleanenergysc', 'evinitiative', 'expert', 'iea', 'unfc…']",0.136,0.0,0.864,-0.2235,Negative,"['forget‼️', 'webinar']",[],-1,1.0431311,-4.330805,"(128, 128, 128)"
698,"RT @exrotech: The Exro dyno cell. Giving us the ability to conduct rigorous in-house testing, deliver peak-performing drives, and prioritiz…",2,0,2023-06-08 01:40:05+00:00,"['rt', 'exrotech', 'exro', 'dyno', 'cell', 'giving', 'u', 'ability', 'conduct', 'rigorous', 'inhouse', 'testing', 'deliver', 'peakperforming', 'drive', 'prioritiz…']",0.112,0.25,0.638,0.3818,Positive,[],[],-1,2.445576,-4.375689,"(128, 128, 128)"
699,"RT @SiemensInfra: Tadaaa. And there it is, our 1000th Sicharge D from our Leipzig plant. We are happy to support the local #eMobility conce…",2,0,2023-06-07 15:46:22+00:00,"['rt', 'siemensinfra', 'tadaaa', '1000th', 'sicharge', 'leipzig', 'plant', 'happy', 'support', 'local', 'emobility', 'conce…']",0.0,0.39,0.61,0.7506,Positive,[],[],-1,3.5507708,-5.01593,"(128, 128, 128)"
700,"RT @ST_World: 🔋 🚘 It's all about #automotive! 
If you are curious to know more about the trends for #autonomouscars, #electricvehicles &amp; #p…",2,0,2023-06-07 15:00:43+00:00,"['rt', 'stworld', '🔋', '🚘', 'automotive', 'curious', 'know', 'trend', 'autonomouscars', 'electricvehicles', 'amp', 'p…']",0.0,0.204,0.796,0.3182,Positive,[],[],-1,3.1380026,-3.8989756,"(128, 128, 128)"
701,RT @BorgWarner: Introducing the newest vision of BorgWarner. 🌐🦾This new chapter fully embraces our commitment to #ChargingForward. We’re re…,2,0,2023-06-06 19:01:01+00:00,"['rt', 'borgwarner', 'introducing', 'newest', 'vision', 'borgwarner', '🌐🦾this', 'new', 'chapter', 'fully', 'embrace', 'commitment', 'chargingforward', '’', 're…']",0.0,0.404,0.596,0.7559,Positive,[],[],-1,2.294615,-2.7121596,"(128, 128, 128)"
702,"RT @aztechcouncil: Join the @aztechcouncil, @azcommerce and @ASU at the inaugural E-Mobility &amp; Clean Energy Summit on Tuesday, June 27! You…",2,0,2023-06-06 18:41:23+00:00,"['rt', 'aztechcouncil', 'join', 'aztechcouncil', 'azcommerce', 'asu', 'inaugural', 'emobility', 'amp', 'clean', 'energy', 'summit', 'tuesday', 'june', '27', 'you…']",0.0,0.35,0.65,0.7184,Positive,[],[],-1,1.0961202,-3.572286,"(128, 128, 128)"
703,"RT @FullyChargedRec: Our MD @HyperionStephen  working his magic⚡👏

@DraxGroup 

#testimonial #emobility #cleanenergy #EV #recruitment #kudo…",2,0,2023-06-06 11:07:09+00:00,"['rt', 'fullychargedrec', 'md', 'hyperionstephen', 'working', 'magic⚡👏', 'draxgroup', 'testimonial', 'emobility', 'cleanenergy', 'ev', 'recruitment', 'kudo…']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,1.3948725,-3.929471,"(128, 128, 128)"
704,"RT @londonevshow: As a valuable addition to the third edition of the London EV Show, Inside Sustainability has joined us as a Media Partner…",2,0,2023-06-06 04:28:58+00:00,"['rt', 'londonevshow', 'valuable', 'addition', 'third', 'edition', 'london', 'ev', 'show', 'inside', 'sustainability', 'joined', 'u', 'medium', 'partner…']",0.0,0.193,0.807,0.4767,Positive,[],['london'],-1,1.7978175,-3.3533177,"(128, 128, 128)"
705,"RT @duncan__c: Lots of open roles @ScaleMicrogrids!

Software Engineer - NYC
Applications Engineer - NJ
Applications Engineers - CA
Capital…",2,0,2023-06-05 19:33:39+00:00,"['rt', 'duncanc', 'lot', 'open', 'role', 'scalemicrogrids', 'software', 'engineer', 'nyc', 'application', 'engineer', 'nj', 'application', 'engineer', 'ca', 'capital…']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,1.2202208,-4.949293,"(128, 128, 128)"
706,"RT @JaliFinance: Let’s Join hands to protect and preserve the beautiful planet we call home. 
…
Join the electric bike revolution and ride…",2,0,2023-06-05 12:13:42+00:00,"['rt', 'jalifinance', 'let', '’', 'join', 'hand', 'protect', 'preserve', 'beautiful', 'planet', 'call', 'home', '…', 'join', 'electric', 'bike', 'revolution', 'ride…']",0.0,0.562,0.438,0.9201,Positive,[],[],-1,-2.8460531,-1.5377485,"(128, 128, 128)"
707,"RT @CSLGroupLtd: Our Head of IoT Business Development &amp; Partnerships, Hiran Ravat, spoke at the eMobility Expo World Congress 2023 on CSL's…",2,0,2023-06-05 10:52:02+00:00,"['rt', 'cslgroupltd', 'head', 'iot', 'business', 'development', 'amp', 'partnership', 'hiran', 'ravat', 'spoke', 'emobility', 'expo', 'world', 'congress', '2023', 'csls…']",0.0,0.0,1.0,0.0,Neutral,"['rt cslgroupltd head iot business development', 'congress']",[],-1,1.202317,-3.6704988,"(128, 128, 128)"
708,"RT @PROdefprayagraj: #MissionLife
#ChooseLife
Soldiers of Dogra Regiment Centre located at Ayodhya proudly showcased E-mobility initiative…",2,0,2023-06-07 17:46:03+00:00,"['rt', 'prodefprayagraj', 'missionlife', 'chooselife', 'soldier', 'dogra', 'regiment', 'centre', 'located', 'ayodhya', 'proudly', 'showcased', 'emobility', 'initiative…']",0.0,0.217,0.783,0.5574,Positive,[],[],-1,-0.64875543,-2.1998365,"(128, 128, 128)"
709,RT @P4Gpartnerships: Anyone fancy an electric ride? SunRun found some test drivers - and they made sure 3-wheelers handle a full load! At a…,2,0,2023-06-07 15:29:53+00:00,"['rt', 'p4gpartnerships', 'anyone', 'fancy', 'electric', 'ride', 'sunrun', 'found', 'test', 'driver', 'made', 'sure', '3wheelers', 'handle', 'full', 'load', 'a…']",0.0,0.126,0.874,0.3182,Positive,[],[],-1,-2.7841654,-0.48788407,"(128, 128, 128)"
710,RT @africaupdates: What President Ruto’s electric boda boda plan means for Kenya🇰🇪’s e-mobility roadmap https://t.co/Q86cCmnCCq via @techne…,2,0,2023-06-05 08:20:46+00:00,"['rt', 'africaupdates', 'president', 'ruto', '’', 'electric', 'boda', 'boda', 'plan', 'mean', 'kenya🇰🇪', '’', 'emobility', 'roadmap', 'via', 'techne…']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,-2.0608158,-3.0791874,"(128, 128, 128)"
711,"RT @LouizaKabiru: @CarolmNyaga @julishwa We are being told to establish e-mobility, introduce carbon tax, plant trees (we are introducing m…",2,0,2023-06-04 21:12:24+00:00,"['rt', 'louizakabiru', 'carolmnyaga', 'julishwa', 'told', 'establish', 'emobility', 'introduce', 'carbon', 'tax', 'plant', 'tree', 'introducing', 'm…']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,-1.9178249,-3.100112,"(128, 128, 128)"
712,"RT @24sevensecserv: Secure your business or home 24/7. We install security systems from Access Control, Alarms, CCTV, Electric Fences and G…",2,0,2023-06-08 09:37:13+00:00,"['rt', '24sevensecserv', 'secure', 'business', 'home', '247', 'install', 'security', 'system', 'access', 'control', 'alarm', 'cctv', 'electric', 'fence', 'g…']",0.119,0.238,0.644,0.34,Positive,['cctv'],[],-1,1.3944011,-4.9367447,"(128, 128, 128)"
713,"RT @socialhumberst: 🆕 NEW SHOW // ON SALE NOW

Once you Pop, you can't stop...we're going back to the '80s in July with our free club night…",2,0,2023-06-08 09:30:00+00:00,"['rt', 'socialhumberst', '🆕', 'new', 'show', 'sale', 'pop', 'cant', 'stopwere', 'going', 'back', '80', 'july', 'free', 'club', 'night…']",0.0,0.191,0.809,0.5106,Positive,[],[],-1,1.6051052,-3.186661,"(128, 128, 128)"
714,"RT @dafpartsuk: 🌎 Celebrating #WorldEnvironmentDay2023, we're reminiscing about the time @DAFTruckUK sent the CF Electric soaring to the st…",2,0,2023-06-08 09:29:44+00:00,"['rt', 'dafpartsuk', '🌎', 'celebrating', 'worldenvironmentday2023', 'reminiscing', 'time', 'daftruckuk', 'sent', 'cf', 'electric', 'soaring', 'st…']",0.0,0.252,0.748,0.5719,Positive,[],['worldenvironmentday2023'],-1,1.3732439,-3.536687,"(128, 128, 128)"
715,"RT @d4ytrad3: $FUV *DJ Arcimoto Introduces Three-Wheeled Electric Vehicle Fleet for First Responders
(Dow Jones 02/15 06:00:21)",2,0,2023-06-08 09:29:08+00:00,"['rt', 'd4ytrad3', 'fuv', 'dj', 'arcimoto', 'introduces', 'threewheeled', 'electric', 'vehicle', 'fleet', 'first', 'responder', 'dow', 'jones', '0215', '060021']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,-2.76844,-0.4197095,"(128, 128, 128)"
716,"RT @Arrakiel1: Video shows the Kakhovka hydro-electric dam in southern Ukraine has been destroyed.

The dam, on the Dnipro River, holds a r…",2,0,2023-06-08 09:27:36+00:00,"['rt', 'arrakiel1', 'video', 'show', 'kakhovka', 'hydroelectric', 'dam', 'southern', 'ukraine', 'destroyed', 'dam', 'dnipro', 'river', 'hold', 'r…']",0.186,0.0,0.814,-0.4939,Negative,['kakhovka hydroelectric dam southern ukraine destroyed dam dnipro river hold'],[],-1,0.83722997,-4.5273128,"(128, 128, 128)"
717,"RT @skodaautonews: In this year’s project, 29 students of the #Skoda Apprenticeship Centre in Mladá Boleslav are transforming a battery-ele…",2,0,2023-06-08 09:24:57+00:00,"['rt', 'skodaautonews', 'year', '’', 'project', '29', 'student', 'skoda', 'apprenticeship', 'centre', 'mladá', 'boleslav', 'transforming', 'batteryele…']",0.0,0.0,1.0,0.0,Neutral,[],['rt skodaautonews year'],-1,4.8856583,-2.4607904,"(128, 128, 128)"
718,"RT @resfoundation: How important is it that we replace the lost revenue from fuel duty, as drivers switch to tax exempt electric vehicles?…",2,0,2023-06-08 09:23:54+00:00,"['rt', 'resfoundation', 'important', 'replace', 'lost', 'revenue', 'fuel', 'duty', 'driver', 'switch', 'tax', 'exempt', 'electric', 'vehicles…']",0.139,0.194,0.667,-0.0258,Negative,[],[],-1,3.4747498,-4.471517,"(128, 128, 128)"
719,RT @henrymance: And today - a fact-check! https://t.co/A6aUbh1rNb,2,0,2023-06-08 09:21:49+00:00,"['rt', 'henrymance', 'today', 'factcheck']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,1.0780268,-2.9055495,"(128, 128, 128)"
720,RT @Bill_Weimer_: @njdotcom @2022VoteThemOut @KatieKausch @sweilem_amira If everyone pays a carbon tax everything will clear up and be fine…,2,0,2023-06-08 09:19:25+00:00,"['rt', 'billweimer', 'njdotcom', '2022votethemout', 'katiekausch', 'sweilemamira', 'everyone', 'pay', 'carbon', 'tax', 'everything', 'clear', 'fine…']",0.093,0.173,0.733,0.296,Positive,[],[],-1,-0.089909345,-5.0794473,"(128, 128, 128)"
