,text,retweet_count,favorite_count,created_at,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities,Topic,x,y,topic_color
0,"RT @bts_bighit: A Piece of 'Take Two' - Jung Kook

STAY

Digital Single 'Take Two'
2023. 6. 9. 1PM KST Release

#TakeTwo #JungKook_STAY #Ju…",42545,0,2023-06-08 09:19:23+00:00,"['rt', 'btsbighit', 'piece', 'take', 'two', 'jung', 'kook', 'stay', 'digital', 'single', 'take', 'two', '2023', '6', '9', '1pm', 'kst', 'release', 'taketwo', 'jungkookstay', 'ju…']",0.0,0.0,1.0,0.0,Neutral,[],[],32,5.843213,-1.7483042,"(130, 229, 199)"
1,"RT @trengarajan: 284/ Battery swap may finally be viable at the low end of the emobility market with human labor for the swap.

Another won…",3,0,2023-06-03 16:06:13+00:00,"['rt', 'trengarajan', '284', 'battery', 'swap', 'may', 'finally', 'viable', 'low', 'end', 'emobility', 'market', 'human', 'labor', 'swap', 'another', 'won…']",0.116,0.0,0.884,-0.2732,Negative,[],[],32,5.80193,-1.7225056,"(130, 229, 199)"
2,RT @suse4u: @get2karthik @teakkadai1 But hoping for breakthrough battery tech which will eventually overcome this,1,0,2023-06-08 04:24:03+00:00,"['rt', 'suse4u', 'get2karthik', 'teakkadai1', 'hoping', 'breakthrough', 'battery', 'tech', 'eventually', 'overcome']",0.0,0.237,0.763,0.4215,Positive,[],[],32,5.8279467,-1.733251,"(130, 229, 199)"
3,@get2karthik @teakkadai1 But hoping for breakthrough battery tech which will eventually overcome this,1,0,2023-06-08 04:17:40+00:00,"['get2karthik', 'teakkadai1', 'hoping', 'breakthrough', 'battery', 'tech', 'eventually', 'overcome']",0.0,0.286,0.714,0.4215,Positive,[],[],32,5.818507,-1.7282343,"(130, 229, 199)"
4,"RT @wonder_watt: @Paper_street @bobbyllew For now possibly, but battery tech is improving quickly and will get lighter.

Lithium Sulfur bat…",1,0,2023-06-07 12:51:55+00:00,"['rt', 'wonderwatt', 'paperstreet', 'bobbyllew', 'possibly', 'battery', 'tech', 'improving', 'quickly', 'get', 'lighter', 'lithium', 'sulfur', 'bat…']",0.0,0.177,0.823,0.4215,Positive,[],[],32,5.8350716,-1.7253579,"(130, 229, 199)"
5,RT @dotsonj23: @SmokeyStock @Dorge27 But I could see them using the $mmat battery tech.,1,0,2023-06-06 16:06:22+00:00,"['rt', 'dotsonj23', 'smokeystock', 'dorge27', 'could', 'see', 'using', 'mmat', 'battery', 'tech']",0.0,0.0,1.0,0.0,Neutral,[],[],32,5.8054304,-1.7635101,"(130, 229, 199)"
6,@faridofanani96 Yes but new Battery tech is more likely on Oneplus 12 &amp; Find X7 Pro,0,5,2023-06-07 06:10:25+00:00,"['faridofanani96', 'yes', 'new', 'battery', 'tech', 'likely', 'oneplus', '12', 'amp', 'find', 'x7', 'pro']",0.0,0.197,0.803,0.4019,Positive,['faridofanani96'],[],32,5.8378572,-1.7134988,"(130, 229, 199)"
7,@Conserv28263300 @wayotworld Lithium ion battery,0,4,2023-06-05 04:12:03+00:00,"['conserv28263300', 'wayotworld', 'lithium', 'ion', 'battery']",0.0,0.0,1.0,0.0,Neutral,['conserv28263300'],[],32,5.962128,-1.7319101,"(130, 229, 199)"
8,@jmllubber @DavidMichery @FinJourney David said actions speak louder then words. He has been working 24/7. I believe him. I also believe in Lawrences battery tech. It is a mess though with Lawrence and DM and trying to come to some agreement.,0,2,2023-06-07 20:24:30+00:00,"['jmllubber', 'davidmichery', 'finjourney', 'david', 'said', 'action', 'speak', 'louder', 'word', 'working', '247', 'believe', 'also', 'believe', 'lawrence', 'battery', 'tech', 'mess', 'though', 'lawrence', 'dm', 'trying', 'come', 'agreement']",0.09,0.116,0.794,0.1779,Positive,[],[],32,5.752816,-1.7816483,"(130, 229, 199)"
9,@AlfredSpijk @EuPatrunjel @YuppersM @KevinLMak Battery tech is decades away for that configuration. No need to lose money on a company that is a dilution machine right now.,0,2,2023-06-06 20:14:24+00:00,"['alfredspijk', 'eupatrunjel', 'yuppersm', 'kevinlmak', 'battery', 'tech', 'decade', 'away', 'configuration', 'need', 'lose', 'money', 'company', 'dilution', 'machine', 'right']",0.153,0.0,0.847,-0.4019,Negative,['alfredspijk eupatrunjel'],[],32,5.808431,-1.7415915,"(130, 229, 199)"
10,@RedwingRobbie @PGATOUR @hardge_law87778 @Mullen_USA @FinJourney @chacha72kobe4er @Businesssdad @Sam1am1911 @MaryMichelleNay @PIF_en This ‘battery tech’ is not even on a Mullen vehicle.,0,2,2023-06-06 15:48:14+00:00,"['redwingrobbie', 'pgatour', 'hardgelaw87778', 'mullenusa', 'finjourney', 'chacha72kobe4er', 'businesssdad', 'sam1am1911', 'marymichellenay', 'pifen', '‘', 'battery', 'tech', '’', 'even', 'mullen', 'vehicle']",0.0,0.0,1.0,0.0,Neutral,['hardgelaw87778'],[],32,5.7979503,-1.7681001,"(130, 229, 199)"
11,@KeithDoyon @iridiumNGK The battery is lithium Ion. I am just heading out but can get back to you after I get back.,0,2,2023-06-04 20:43:02+00:00,"['eithdoyon', 'iridiumngk', 'battery', 'lithium', 'ion', 'heading', 'get', 'back', 'get', 'bac']",0.0,0.0,1.0,0.0,Neutral,[],[],32,5.985892,-1.6824958,"(130, 229, 199)"
12,@pressf1 @SebMendonca @rsgnl I just hope other companies have access to this kind of tech as well if they don't make their own battery. I'm just sick of lithium batts at this point. All these devices getting more powerful every year yet we can only use them a couple of hours in a single charge.,0,1,2023-06-06 21:16:38+00:00,"['pressf1', 'sebmendonca', 'rsgnl', 'hope', 'company', 'access', 'kind', 'tech', 'well', 'dont', 'make', 'battery', 'im', 'sick', 'lithium', 'batts', 'point', 'device', 'getting', 'powerful', 'every', 'year', 'yet', 'use', 'couple', 'hour', 'single', 'charge']",0.088,0.299,0.613,0.7845,Positive,['pressf1'],[],32,5.8461094,-1.6695017,"(130, 229, 199)"
13,@motasim @RS Lithium ion battery....,0,1,2023-06-04 18:52:32+00:00,"['motasim', 'r', 'lithium', 'ion', 'battery']",0.0,0.0,1.0,0.0,Neutral,['motasim r lithium ion'],[],32,5.97354,-1.6486272,"(130, 229, 199)"
14,"RT @bellaETH68: 🆓Complete #Polkadot  Airdrop : 
Visit https://t.co/5R049MNJ2y  to sign up and provide the necessary details. This will ensu…",18357,0,2023-06-08 09:12:01+00:00,"['rt', 'bellaeth68', '🆓complete', 'polkadot', 'airdrop', 'visit', 'sign', 'provide', 'necessary', 'detail', 'ensu…']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,0.056180418,-2.280036,"(128, 128, 128)"
15,RT @MichaelaOkla: Electric shock therapy couldn’t make gay ppl straight but they rly think having a rainbow poster that says “be you” at an…,14880,0,2023-06-08 09:36:06+00:00,"['rt', 'michaelaokla', 'electric', 'shock', 'therapy', '’', 'make', 'gay', 'ppl', 'straight', 'rly', 'think', 'rainbow', 'poster', 'say', '“', '”', 'an…']",0.149,0.109,0.743,-0.1779,Negative,[],[],-1,1.0709344,-4.0471473,"(128, 128, 128)"
16,RT @greg_price11: What I am about to tell you should be the most important story in America but no national media is talking about it. Read…,9487,0,2023-06-08 08:11:21+00:00,"['rt', 'gregprice11', 'tell', 'important', 'story', 'america', 'national', 'medium', 'talking', 'read…']",0.0,0.167,0.833,0.2023,Positive,['gregprice11'],['america'],-1,1.1578696,-3.4503763,"(128, 128, 128)"
17,"RT @Dougmacd9826: We had everything, free dentists, free education, free eye tests, we owned all the services, rail, telecoms, water, gas,…",8193,0,2023-06-08 09:25:13+00:00,"['rt', 'dougmacd9826', 'everything', 'free', 'dentist', 'free', 'education', 'free', 'eye', 'test', 'owned', 'service', 'rail', 'telecom', 'water', 'gas…']",0.0,0.432,0.568,0.872,Positive,[],[],-1,1.0945684,-3.1710324,"(128, 128, 128)"
18,"RT @QuaiNetwork: Quai Network is more than 10,000 times more energy efficient than Bitcoin at full load, with the ability to become greenho…",6447,0,2023-06-08 00:48:54+00:00,"['rt', 'quainetwork', 'quai', 'network', '10000', 'time', 'energy', 'efficient', 'bitcoin', 'full', 'load', 'ability', 'become', 'greenho…']",0.0,0.396,0.604,0.7351,Positive,[],[],-1,-1.3073992,-4.966235,"(128, 128, 128)"
19,RT @SaeedDiCaprio: one of my friends is a trans woman doing a phd in gender studies and I swear on my life she mentioned trans ppl less tha…,3768,0,2023-06-08 09:32:07+00:00,"['rt', 'saeeddicaprio', 'one', 'friend', 'trans', 'woman', 'phd', 'gender', 'study', 'swear', 'life', 'mentioned', 'trans', 'ppl', 'le', 'tha…']",0.065,0.174,0.761,0.4588,Positive,[],[],-1,0.6109068,-3.963382,"(128, 128, 128)"
20,"RT @QuaiNetwork: At full load, Quai Network is more than 10,000 times more energy efficient than Bitcoin. 

Learn more about Quai's energy…",3510,0,2023-06-08 07:31:36+00:00,"['rt', 'quainetwork', 'full', 'load', 'quai', 'network', '10000', 'time', 'energy', 'efficient', 'bitcoin', 'learn', 'quais', 'energy…']",0.0,0.29,0.71,0.5994,Positive,[],[],-1,-1.318131,-4.979599,"(128, 128, 128)"
21,"RT @SolarIndiaTweet: Retweet if you think solar roofs are solution for clean and renewable energy india , follow us for support ⚡️🌲 https:/…",3485,0,2023-06-08 08:45:28+00:00,"['rt', 'solarindiatweet', 'retweet', 'think', 'solar', 'roof', 'solution', 'clean', 'renewable', 'energy', 'india', 'follow', 'u', 'support', '⚡️🌲']",0.0,0.495,0.505,0.8316,Positive,[],['india'],-1,0.709055,-6.2886114,"(128, 128, 128)"
22,"RT @QuaiNetwork: ""Proof-of-Work, by its very nature, incentivizes constant innovation and advancements in energy creation and distribution.…",2711,0,2023-06-08 09:45:58+00:00,"['rt', 'quainetwork', 'proofofwork', 'nature', 'incentivizes', 'constant', 'innovation', 'advancement', 'energy', 'creation', 'distribution…']",0.0,0.459,0.541,0.7003,Positive,['rt quainetwork proofofwork'],[],-1,-0.8572516,-4.346513,"(128, 128, 128)"
23,"RT @POTUS: Because of our clean energy investments, we'll see a 25% increase in solar, wind, and battery deployment over the next four year…",2238,0,2023-06-08 08:03:19+00:00,"['rt', 'potus', 'clean', 'energy', 'investment', 'well', 'see', '25', 'increase', 'solar', 'wind', 'battery', 'deployment', 'next', 'four', 'year…']",0.0,0.434,0.566,0.802,Positive,[],[],-1,0.20732044,-6.0610995,"(128, 128, 128)"
24,RT @robrousseau: Have we tried an electric vehicle tax credit,2141,0,2023-06-08 09:34:12+00:00,"['rt', 'robrousseau', 'tried', 'electric', 'vehicle', 'tax', 'credit']",0.0,0.302,0.698,0.3818,Positive,[],[],-1,3.398603,-4.5758624,"(128, 128, 128)"
25,RT @Tesla: Model S Plaid with track pack just set new lap record for a production EV at Nürburgring 💪 https://t.co/jrUCkt95jw,1891,0,2023-06-08 09:04:48+00:00,"['rt', 'tesla', 'model', 'plaid', 'track', 'pack', 'set', 'new', 'lap', 'record', 'production', 'ev', 'nürburgring', '💪']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,2.6616354,-3.2459288,"(128, 128, 128)"
26,RT @anndemeuleprada: vintage dior pierced saddle bag https://t.co/Ghe0oG4UjQ,1562,0,2023-06-08 09:03:38+00:00,"['rt', 'anndemeuleprada', 'vintage', 'dior', 'pierced', 'saddle', 'bag']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,2.5979545,-3.3133168,"(128, 128, 128)"
27,RT @aproko_doctor: We've inspected/costed what it will take to give solar panels in this hospital so we can save the lives of newborns and…,1436,0,2023-06-08 08:28:46+00:00,"['rt', 'aprokodoctor', 'weve', 'inspectedcosted', 'take', 'give', 'solar', 'panel', 'hospital', 'save', 'life', 'newborn', 'and…']",0.0,0.211,0.789,0.4939,Positive,[],[],-1,0.77585506,-6.1645403,"(128, 128, 128)"
28,"RT @AlexEpstein: “‘Green energy’ has 2 problems

1) It’s not really energy: It doesn’t provide reliable energy

2) It’s not really green: I…",1296,0,2023-06-08 09:54:58+00:00,"['rt', 'alexepstein', '“', '‘', 'green', 'energy', '’', '2', 'problem', '1', '’', 'really', 'energy', '’', 'provide', 'reliable', 'energy', '2', '’', 'really', 'green', 'i…']",0.15,0.35,0.5,0.3818,Positive,[],[],-1,-0.14336717,-4.6640177,"(128, 128, 128)"
29,"RT @AlexEpstein: “Green energy” has 2 problems
1) It’s not really energy: It doesn’t provide reliable energy
2) It’s not really green: It h…",1212,0,2023-06-08 08:36:25+00:00,"['rt', 'alexepstein', '“', 'green', 'energy', '”', '2', 'problem', '1', '’', 'really', 'energy', '’', 'provide', 'reliable', 'energy', '2', '’', 'really', 'green', 'h…']",0.15,0.35,0.5,0.3818,Positive,[],[],-1,-0.14022045,-4.6287417,"(128, 128, 128)"
30,"RT @ECOWARRIORSS: You can have all renewable energy in world but if you are going to destroy Earth ancient forests such as the Congo Basin,…",1174,0,2023-06-08 08:58:12+00:00,"['rt', 'ecowarriorss', 'renewable', 'energy', 'world', 'going', 'destroy', 'earth', 'ancient', 'forest', 'congo', 'basin…']",0.224,0.135,0.641,-0.34,Negative,[],[],-1,-0.35522512,-5.3259163,"(128, 128, 128)"
31,RT @LukeJohnsonRCP: Net Zero is a form of economic and social suicide  https://t.co/niFJlcN5Rb,1170,0,2023-06-08 08:35:55+00:00,"['rt', 'lukejohnsonrcp', 'net', 'zero', 'form', 'economic', 'social', 'suicide']",0.391,0.0,0.609,-0.6705,Negative,[],[],-1,-1.3165903,-5.080185,"(128, 128, 128)"
32,RT @SwiftNYC: Taylor Swift released the #SpeakNowTaylorsVersion album back cover which includes 6 from the vault songs and collaborations w…,1132,0,2023-06-08 09:36:01+00:00,"['rt', 'swiftnyc', 'taylor', 'swift', 'released', 'speaknowtaylorsversion', 'album', 'back', 'cover', 'includes', '6', 'vault', 'song', 'collaboration', 'w…']",0.0,0.122,0.878,0.2023,Positive,['collaboration w'],[],-1,1.5565783,-2.9975996,"(128, 128, 128)"
33,"RT @BeckettUnite: Wholesale Gas is 12 times cheaper today than August 2022.

That was the day your energy price cap was hiked by 80%.

Big…",890,0,2023-06-08 09:22:35+00:00,"['rt', 'beckettunite', 'wholesale', 'gas', '12', 'time', 'cheaper', 'today', 'august', '2022', 'day', 'energy', 'price', 'cap', 'hiked', '80', 'big…']",0.0,0.116,0.884,0.2732,Positive,[],[],-1,0.042627625,-5.1858006,"(128, 128, 128)"
34,RT @SawyerMerritt: NEWS: The US Government has updated its webiste confirming that all new Tesla Model Y/3s sold in the US are eligible for…,745,0,2023-06-08 09:02:42+00:00,"['rt', 'sawyermerritt', 'news', 'u', 'government', 'updated', 'webiste', 'confirming', 'new', 'tesla', 'model', 'y3s', 'sold', 'u', 'eligible', 'for…']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,3.3579793,-3.2407935,"(128, 128, 128)"
35,RT @patrickbetdavid: God is in charge. https://t.co/nKJRWJmZtn,658,0,2023-06-08 02:03:46+00:00,"['rt', 'patrickbetdavid', 'god', 'charge']",0.0,0.412,0.588,0.2732,Positive,[],[],-1,1.2784947,-2.6545382,"(128, 128, 128)"
36,"RT @SriSri: Was received by the Prime Minister of Slovenia, Robert Golob, and we discussed various issues concerning the environment and re…",636,0,2023-06-08 10:06:31+00:00,"['rt', 'srisri', 'received', 'prime', 'minister', 'slovenia', 'robert', 'golob', 'discussed', 'various', 'issue', 'concerning', 'environment', 're…']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,-0.365846,-4.021529,"(128, 128, 128)"
37,"RT @LNGAction: Europe has labelled liquified natural gas as a “green” energy source.

Canadian exports will have the lowest emissions on ea…",570,0,2023-06-08 10:04:32+00:00,"['rt', 'lngaction', 'europe', 'labelled', 'liquified', 'natural', 'gas', '“', 'green', '”', 'energy', 'source', 'canadian', 'export', 'lowest', 'emission', 'ea…']",0.135,0.24,0.625,0.25,Positive,[],[],-1,-0.13601199,-5.365894,"(128, 128, 128)"
38,RT @greg_price11: I wrote in depth about the situation facing South Dakota landowners and the loss of their property via eminent domain so…,537,0,2023-06-08 09:40:28+00:00,"['rt', 'gregprice11', 'wrote', 'depth', 'situation', 'facing', 'south', 'dakota', 'landowner', 'loss', 'property', 'via', 'eminent', 'domain', 'so…']",0.141,0.0,0.859,-0.3182,Negative,['gregprice11'],[],-1,1.2121594,-4.473043,"(128, 128, 128)"
39,RT @SaharaReporters: Nigerian Lawmaker Abandons Car For Electric Bicycle To Identify With Masses Over Fuel Price Hike In Adamawa | Sahara R…,537,0,2023-06-05 09:45:55+00:00,"['rt', 'saharareporters', 'nigerian', 'lawmaker', 'abandon', 'car', 'electric', 'bicycle', 'identify', 'mass', 'fuel', 'price', 'hike', 'adamawa', 'sahara', 'r…']",0.162,0.0,0.838,-0.4404,Negative,['adamawa'],[],-1,-2.6268473,-1.9581488,"(128, 128, 128)"
40,"RT @thewallabechamp: A Tribe Called Quest 🎧

‘Electric Relaxation’ (1993) https://t.co/EI4KOxBHvV",501,0,2023-06-08 09:30:50+00:00,"['rt', 'thewallabechamp', 'tribe', 'called', 'quest', '🎧', '‘', 'electric', 'relaxation', '’', '1993']",0.0,0.327,0.673,0.5267,Positive,[],[],-1,-2.2946618,-1.6524107,"(128, 128, 128)"
41,RT @DeepakA83133961: Saint Gurmeet Ram Rahim Ji always inspires us to #SaveEnergy by making us aware of energy efficiency advancements &amp; by…,490,0,2023-06-08 07:43:53+00:00,"['rt', 'deepaka83133961', 'saint', 'gurmeet', 'ram', 'rahim', 'ji', 'always', 'inspires', 'u', 'saveenergy', 'making', 'u', 'aware', 'energy', 'efficiency', 'advancement', 'amp', 'by…']",0.0,0.349,0.651,0.7579,Positive,[],[],-1,-0.7988871,-5.315015,"(128, 128, 128)"
42,"RT @realclubsalad: 🌤 Quote of the Day for our #SaladFam!

✨ “The value of an idea lies in the using of it.” — Thomas Edison, co-founder of…",459,0,2023-06-08 09:29:33+00:00,"['rt', 'realclubsalad', '🌤', 'quote', 'day', 'saladfam', '✨', '“', 'value', 'idea', 'lie', 'using', '”', '—', 'thomas', 'edison', 'cofounder', 'of…']",0.0,0.167,0.833,0.34,Positive,[],[],-1,-0.83449507,-4.2401667,"(128, 128, 128)"
43,RT @Solis_Inverters: #Soliscases in #Ireland This beautiful Irish installation translates climate commitments into implementation by Soluna…,455,0,2023-06-08 02:01:22+00:00,"['rt', 'solisinverters', 'soliscases', 'ireland', 'beautiful', 'irish', 'installation', 'translates', 'climate', 'commitment', 'implementation', 'soluna…']",0.0,0.394,0.606,0.7579,Positive,[],['ireland'],-1,-0.7732155,-4.388821,"(128, 128, 128)"
44,"RT @Solis_Inverters: To all the incredible women out there, keep shining your light and breaking down barriers. You are valued, cherished,…",450,0,2023-06-08 09:17:11+00:00,"['rt', 'solisinverters', 'incredible', 'woman', 'keep', 'shining', 'light', 'breaking', 'barrier', 'valued', 'cherished…']",0.112,0.216,0.672,0.34,Positive,[],[],-1,0.2115491,-3.485783,"(128, 128, 128)"
45,"RT @wideawake_media: Electric vehicles are not ""green"" in the slightest.

#ClimateScam https://t.co/ZyEZzh2fem",426,0,2023-06-08 09:35:35+00:00,"['rt', 'wideawakemedia', 'electric', 'vehicle', 'green', 'slightest', 'climatescam']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,-0.09510379,-4.5715756,"(128, 128, 128)"
46,"RT @Quicktake: The promise of a new age of limitless clean energy is dawning in France. 

@FryRsquared goes inside the largest internationa…",411,0,2023-06-08 09:01:17+00:00,"['rt', 'quicktake', 'promise', 'new', 'age', 'limitless', 'clean', 'energy', 'dawning', 'france', 'fryrsquared', 'go', 'inside', 'largest', 'internationa…']",0.0,0.372,0.628,0.7269,Positive,[],"['france', 'internationa']",-1,-0.3916859,-5.0633655,"(128, 128, 128)"
47,"RT @SawyerMerritt: Here is the Mongolian PM meeting virtually with @elonmusk today. 

“We discussed the possibility of welcoming @Tesla to…",373,0,2023-06-08 09:23:53+00:00,"['rt', 'sawyermerritt', 'mongolian', 'pm', 'meeting', 'virtually', 'elonmusk', 'today', '“', 'discussed', 'possibility', 'welcoming', 'tesla', 'to…']",0.0,0.195,0.805,0.4404,Positive,[],[],-1,1.2742677,-3.5426521,"(128, 128, 128)"
48,"RT @AfricaFactsZone: Nairobi, Kenya is building Africa’s largest kitchen.

It will use 100% green energy through modern cooking technology.…",342,0,2023-06-08 09:46:49+00:00,"['rt', 'africafactszone', 'nairobi', 'kenya', 'building', 'africa', '’', 'largest', 'kitchen', 'use', '100', 'green', 'energy', 'modern', 'cooking', 'technology…']",0.0,0.13,0.87,0.2732,Positive,[],['kenya'],-1,-1.9025922,-3.6335413,"(128, 128, 128)"
49,"RT @OasisMania: Liam Gallagher - KNEBWORTH 22. The live album, out 11.8.23

1.    Hello
2.    Rock ‘n’ Roll Star
3.    Wall Of Glass
4.    …",312,0,2023-06-08 09:28:03+00:00,"['rt', 'oasismania', 'liam', 'gallagher', 'knebworth', '22', 'live', 'album', '11823', '1', 'hello', '2', 'rock', '‘', 'n', '’', 'roll', 'star', '3', 'wall', 'glass', '4', '…']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,1.7314733,-3.015949,"(128, 128, 128)"
50,"RT @DaaruBaazMehta: GOOD NEWS FROM DELHI

Delhi Govt's PWD Dept is working on a proposal to transform the empty spaces below Flyovers.

The…",306,0,2023-06-08 01:31:44+00:00,"['rt', 'daarubaazmehta', 'good', 'news', 'delhi', 'delhi', 'govts', 'pwd', 'dept', 'working', 'proposal', 'transform', 'empty', 'space', 'flyover', 'the…']",0.096,0.155,0.749,0.2732,Positive,[],[],-1,-1.514551,-1.9600196,"(128, 128, 128)"
51,"RT @WSJCustom: Paid Program with Mytilineos: Innovation around efficiency, renewables and recycling opens new markets for a metals and ener…",303,0,2023-06-08 09:56:50+00:00,"['rt', 'wsjcustom', 'paid', 'program', 'mytilineos', 'innovation', 'around', 'efficiency', 'renewables', 'recycling', 'open', 'new', 'market', 'metal', 'ener…']",0.0,0.282,0.718,0.6249,Positive,[],[],-1,0.24274255,-5.5839143,"(128, 128, 128)"
52,"RT @_akhaliq: HuggingChat, the 100% open-source alternative to ChatGPT by HuggingFace just added a web search feature

Link: https://t.co/v…",299,0,2023-06-07 06:34:55+00:00,"['rt', 'akhaliq', 'huggingchat', '100', 'opensource', 'alternative', 'chatgpt', 'huggingface', 'added', 'web', 'search', 'feature', 'link']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,-0.023808785,-2.5194354,"(128, 128, 128)"
53,"RT @Roman_Baber: The Liberals &amp; the @bankofcanada are waging a war on Canadians!
Present inflation isn’t caused by overheating economy but…",288,0,2023-06-08 09:58:43+00:00,"['rt', 'romanbaber', 'liberal', 'amp', 'bankofcanada', 'waging', 'war', 'canadian', 'present', 'inflation', '’', 'caused', 'overheating', 'economy', 'but…']",0.231,0.0,0.769,-0.5994,Negative,[],[],-1,0.55129594,-5.467895,"(128, 128, 128)"
54,"RT @maritstiles: .@Peter_Tabuns: ""Ontario is the only province in Canada that is rated with elevated risk that it can’t meet peak demand.""…",286,0,2023-06-07 23:56:51+00:00,"['rt', 'maritstiles', 'petertabuns', 'ontario', 'province', 'canada', 'rated', 'elevated', 'risk', '’', 'meet', 'peak', 'demand…']",0.16,0.0,0.84,-0.2732,Negative,[],['canada'],-1,0.060504857,-5.3675323,"(128, 128, 128)"
55,"RT @unusual_whales: JUST IN: The SEC Chair Gary Gensler reportedly offered to serve as an advisor to Binance, as per Binance’s lawyers and…",285,0,2023-06-08 09:36:36+00:00,"['rt', 'unusualwhales', 'sec', 'chair', 'gary', 'gensler', 'reportedly', 'offered', 'serve', 'advisor', 'binance', 'per', 'binance', '’', 'lawyer', 'and…']",0.0,0.0,1.0,0.0,Neutral,['sec'],[],-1,0.579954,-4.190928,"(128, 128, 128)"
56,"RT @UN: On Saturday’s #WorldBicycleDay &amp; every day, the UN is supporting the use of bicycles to transform mobility, while also helping to c…",267,0,2023-06-07 11:28:56+00:00,"['rt', 'un', 'saturday', '’', 'worldbicycleday', 'amp', 'every', 'day', 'un', 'supporting', 'use', 'bicycle', 'transform', 'mobility', 'also', 'helping', 'c…']",0.0,0.267,0.733,0.6249,Positive,"['un', 'un']",[],-1,-2.1029153,-1.940516,"(128, 128, 128)"
57,"RT @exoticaviation: SEPTEMBER 13TH 1962: an iconic photo, taken by Jim Meads - capturing the moment when 15-year old farmhand Mick Sutterby…",256,0,2023-06-08 09:30:32+00:00,"['rt', 'exoticaviation', 'september', '13th', '1962', 'iconic', 'photo', 'taken', 'jim', 'mead', 'capturing', 'moment', '15year', 'old', 'farmhand', 'mick', 'sutterby…']",0.0,0.0,1.0,0.0,Neutral,[],[],-1,1.5843961,-3.1272128,"(128, 128, 128)"
58,RT @johnredwood: Behind UK electric vehicles  there are gas power stations to recharge them. How does this get us to net zero?,236,0,2023-06-08 09:33:24+00:00,"['rt', 'johnredwood', 'behind', 'uk', 'electric', 'vehicle', 'gas', 'power', 'station', 'recharge', 'get', 'u', 'net', 'zero']",0.0,0.0,1.0,0.0,Neutral,[],['uk'],-1,3.0833185,-5.153074,"(128, 128, 128)"
59,RT @EvaFoxU: I have been supporting Elon Musk and his companies for over 4 years. I do this because I believe in Elon's vision and understa…,221,0,2023-06-06 23:38:16+00:00,"['rt', 'evafoxu', 'supporting', 'elon', 'musk', 'company', '4', 'year', 'believe', 'elons', 'vision', 'understa…']",0.0,0.353,0.647,0.5994,Positive,[],[],-1,0.7736503,-3.6172042,"(128, 128, 128)"
60,"RT @Ev_Trades: 🎁 $15,000 Giveaway 🎁

🏆 (3) $5K Challenges! 🏆

To Enter Simply:
✅ Like and Retweet
✅ Follow @Legend_Traders and @Ev_Trades…",211,0,2023-06-08 09:10:52+00:00,"['rt', 'evtrades', '🎁', '15000', 'giveaway', '🎁', '🏆', '3', '5k', 'challenge', '🏆', 'enter', 'simply', '✅', 'like', 'retweet', '✅', 'follow', 'legendtraders', 'evtrades…']",0.0,0.257,0.743,0.4215,Positive,[],[],-1,0.78443575,-1.7866073,"(128, 128, 128)"
61,"RT @InfiblueNFT: 📢We're thrilled to unveil an exciting collaboration between #InfiblueWorld and @RideRawrr 🛵

Want to know all the juicy de…",201,0,2023-06-08 09:30:53+00:00,"['rt', 'infibluenft', '📢were', 'thrilled', 'unveil', 'exciting', 'collaboration', 'infiblueworld', 'riderawrr', '🛵', 'want', 'know', 'juicy', 'de…']",0.0,0.425,0.575,0.7506,Positive,[],[],-1,1.0969499,-2.9600947,"(128, 128, 128)"
62,"RT @KerrieNation: Remember this dipshit @fordnation being “proud” of cancelling green energy contracts? 

We should especially remember him…",196,0,2023-06-08 10:03:40+00:00,"['rt', 'kerrienation', 'remember', 'dipshit', 'fordnation', '“', 'proud', '”', 'cancelling', 'green', 'energy', 'contract', 'especially', 'remember', 'him…']",0.257,0.272,0.471,0.0772,Positive,[],[],-1,0.09415865,-4.453349,"(128, 128, 128)"
63,"RT @CNN: If gas guzzlers disappeared from US car lots by 2035 and were replaced by zero-emissions vehicles, the nation would see 89,300 few…",194,0,2023-06-08 08:46:35+00:00,"['rt', 'cnn', 'gas', 'guzzler', 'disappeared', 'u', 'car', 'lot', '2035', 'replaced', 'zeroemissions', 'vehicle', 'nation', 'would', 'see', '89300', 'few…']",0.112,0.0,0.888,-0.2263,Negative,['cnn'],[],-1,3.7290034,-3.7279503,"(128, 128, 128)"
